codigo,fecha,maquina,casino,in,out,jackpot,billetero
1722,2025-05-18,22,3,3241,4630,4301,3775
1723,2025-05-18,23,3,3714,3500,4442,3926
1724,2025-05-18,24,3,3264,4477,4808,5381
1725,2025-05-18,25,3,4618,4593,4733,5244
1726,2025-05-18,26,3,4554,4887,4608,2652
1727,2025-05-18,27,3,5934,4480,4221,4369
1728,2025-05-18,28,3,2206,1404,1755,833
1729,2025-05-18,29,3,4568,4467,4395,5792
1730,2025-05-18,30,3,3663,4456,3471,3852
1731,2025-05-18,31,4,5286,4770,3038,3515
1732,2025-05-18,32,4,3686,4810,4870,4277
1733,2025-05-18,33,4,4171,3768,4746,4572
1734,2025-05-18,34,4,5067,3356,4245,4084
1735,2025-05-18,35,4,3623,4327,4897,3878
1736,2025-05-18,36,4,4097,4649,3583,2841
1737,2025-05-18,37,4,3050,2246,3325,2664
1738,2025-05-18,38,4,4426,5071,4695,4855
1739,2025-05-18,39,4,4183,4782,4413,3853
1740,2025-05-18,40,4,5588,4085,4554,4208
1741,2025-05-18,41,5,3351,3530,3655,3513
1742,2025-05-18,42,5,4587,5040,3887,5009
1743,2025-05-18,43,5,4981,5135,4680,4104
1744,2025-05-18,44,5,5131,4322,4208,4784
1745,2025-05-18,45,5,4833,4762,4370,4651
1746,2025-05-18,46,5,3873,4949,4384,3669
1747,2025-05-18,47,5,4586,3958,4308,4425
1748,2025-05-18,48,5,4626,3356,3965,4561
1749,2025-05-18,49,5,4701,4565,4584,4847
1750,2025-05-18,50,5,3873,3933,3270,4191
1751,2025-05-18,51,6,3328,3932,4759,3527
1752,2025-05-18,52,6,4600,3491,4567,3595
1753,2025-05-18,53,6,3422,3005,3404,2856
1754,2025-05-18,54,6,4405,4739,4040,3311
1755,2025-05-18,55,6,3871,3951,3721,3844
1756,2025-05-18,56,6,4228,4194,4184,3408
1757,2025-05-18,57,6,4988,3175,4557,3864
1758,2025-05-18,58,6,4692,4370,4307,4853
1759,2025-05-18,59,6,4643,3900,3982,3638
1760,2025-05-18,60,6,4530,4062,3167,3825
1761,2025-05-18,61,7,0,0,0,0
1762,2025-05-18,62,7,4191,4609,4667,3314
1763,2025-05-18,63,7,0,0,0,0
1764,2025-05-18,64,7,4760,4273,4581,3306
1765,2025-05-18,65,7,4160,4220,4128,4908
1766,2025-05-18,66,7,4063,4033,5936,3948
1767,2025-05-18,67,7,3971,4093,3880,3581
1768,2025-05-18,68,7,4781,4335,3753,4804
1769,2025-05-18,69,7,4092,4618,3264,4857
1770,2025-05-18,70,7,4015,5190,3340,4586
1771,2025-05-18,71,8,3109,3323,3953,3489
1772,2025-05-18,72,8,5043,3924,3861,4212
1773,2025-05-18,73,8,4202,5040,4286,3783
1774,2025-05-18,74,8,5042,3650,5753,4885
1775,2025-05-18,75,8,4906,4384,3669,3405
1776,2025-05-18,76,8,4136,4663,5407,4242
1777,2025-05-18,77,8,4104,3835,4542,4067
1778,2025-05-18,78,8,3598,3764,5088,5033
1779,2025-05-18,79,8,3992,3865,4871,4921
1780,2025-05-18,80,8,5298,4786,4362,5536
1781,2025-05-18,81,9,3741,3485,3815,3761
1782,2025-05-18,82,9,4794,4773,4703,4559
1783,2025-05-18,83,9,4139,4199,2830,4613
1784,2025-05-18,84,9,4093,4244,3467,4716
1785,2025-05-18,85,9,3779,4746,4832,3467
1786,2025-05-18,86,9,4182,3947,4906,3056
1787,2025-05-18,87,9,4800,4725,4353,4588
1788,2025-05-18,88,9,4639,5145,3891,5132
1789,2025-05-18,89,9,3793,5363,4488,4623
1790,2025-05-18,90,9,0,0,0,0
1791,2025-05-18,91,10,4397,5518,5036,4408
1792,2025-05-18,92,10,3199,4387,5090,4440
1793,2025-05-18,93,10,4362,4826,4243,5138
1794,2025-05-18,94,10,5097,4017,4676,4381
1795,2025-05-18,95,10,5037,3755,4691,4014
1796,2025-05-18,96,10,4355,5095,4571,4556
1797,2025-05-18,97,10,4124,4651,4482,4558
1798,2025-05-18,98,10,0,0,0,0
1799,2025-05-18,99,10,3795,4659,4180,4469
1800,2025-05-18,100,10,4660,5049,5073,5005
1801,2025-05-19,1,1,4887,4474,4493,4077
1802,2025-05-19,2,1,3712,4822,3612,4038
1803,2025-05-19,3,1,4573,6074,4512,4260
1804,2025-05-19,4,1,4952,4394,4726,4281
1805,2025-05-19,5,1,1284,1782,2595,2761
1806,2025-05-19,6,1,4405,5531,5274,4471
1807,2025-05-19,7,1,4795,5891,5396,5267
1808,2025-05-19,8,1,4375,4427,5255,4470
1809,2025-05-19,9,1,4386,4694,5449,4200
1810,2025-05-19,10,1,3773,5159,4583,4142
1811,2025-05-19,11,2,4031,5487,5102,6010
1812,2025-05-19,12,2,5447,3819,4340,4497
1813,2025-05-19,13,2,5428,4730,3493,5361
1814,2025-05-19,14,2,3906,4841,3860,3689
1815,2025-05-19,15,2,4840,4337,4259,4563
1816,2025-05-19,16,2,4164,3883,3908,4869
1817,2025-05-19,17,2,5466,4256,5317,3880
1818,2025-05-19,18,2,4086,4056,4515,5168
1819,2025-05-19,19,2,3878,4025,4464,4091
1820,2025-05-19,20,2,4548,4093,3867,4148
1821,2025-05-19,21,3,5698,4461,3916,5664
1822,2025-05-19,22,3,3706,5031,4644,3920
1823,2025-05-19,23,3,3921,3687,4764,3973
1824,2025-05-19,24,3,3434,4803,5071,5730
1825,2025-05-19,25,3,4711,4990,5182,5568
1826,2025-05-19,26,3,4987,5078,5056,3081
1827,2025-05-19,27,3,6141,4872,4663,4743
1828,2025-05-19,28,3,2493,1571,1894,852
1829,2025-05-19,29,3,5055,4474,4785,5918
1830,2025-05-19,30,3,4034,4841,3585,4069
1831,2025-05-19,31,4,5633,5221,3106,3821
1832,2025-05-19,32,4,3719,4880,5223,4596
1833,2025-05-19,33,4,4640,4239,5149,4612
1834,2025-05-19,34,4,5188,3641,4357,4432
1835,2025-05-19,35,4,3634,4430,5104,4160
1836,2025-05-19,36,4,4448,4963,3972,3020
1837,2025-05-19,37,4,3083,2549,3547,3043
1838,2025-05-19,38,4,4643,5418,4959,5121
1839,2025-05-19,39,4,4192,4851,4722,4109
1840,2025-05-19,40,4,0,0,0,0
1841,2025-05-19,41,5,3831,3577,3803,3617
1842,2025-05-19,42,5,5043,5070,3962,5346
1843,2025-05-19,43,5,5358,5351,5001,4111
1844,2025-05-19,44,5,5623,4599,4519,4920
1845,2025-05-19,45,5,5095,5173,4624,4906
1846,2025-05-19,46,5,4187,5244,4766,3749
1847,2025-05-19,47,5,4904,4132,4487,4586
1848,2025-05-19,48,5,4938,3508,4180,4633
1849,2025-05-19,49,5,5003,4959,4642,5321
1850,2025-05-19,50,5,4244,4010,3500,4381
1851,2025-05-19,51,6,0,0,0,0
1852,2025-05-19,52,6,4866,3510,4672,3692
1853,2025-05-19,53,6,3680,3313,3886,2870
1854,2025-05-19,54,6,4747,4952,4085,3636
1855,2025-05-19,55,6,4229,4133,3975,4274
1856,2025-05-19,56,6,4365,4583,4605,3550
1857,2025-05-19,57,6,5006,3589,4747,3946
1858,2025-05-19,58,6,4701,4715,4468,5005
1859,2025-05-19,59,6,4732,4048,4380,3978
1860,2025-05-19,60,6,5013,4382,3376,4046
1861,2025-05-19,61,7,3502,4335,3331,2433
1862,2025-05-19,62,7,4580,4782,4940,3497
1863,2025-05-19,63,7,286,318,310,376
1864,2025-05-19,64,7,5132,4303,4957,3377
1865,2025-05-19,65,7,4446,4306,4564,4952
1866,2025-05-19,66,7,4307,4109,5995,4194
1867,2025-05-19,67,7,4344,4160,3881,3922
1868,2025-05-19,68,7,5027,4380,3991,4943
1869,2025-05-19,69,7,4176,5051,3506,5100
1870,2025-05-19,70,7,4374,5606,3785,4715
1871,2025-05-19,71,8,3390,3573,4373,3804
1872,2025-05-19,72,8,5098,4351,4024,4693
1873,2025-05-19,73,8,4444,5228,4568,4059
1874,2025-05-19,74,8,5057,3813,5781,5118
1875,2025-05-19,75,8,5309,4836,3916,3585
1876,2025-05-19,76,8,4583,5067,5762,4638
1877,2025-05-19,77,8,4473,4031,4662,4345
1878,2025-05-19,78,8,4041,3816,5164,5176
1879,2025-05-19,79,8,4371,3922,5153,4973
1880,2025-05-19,80,8,0,0,0,0
1881,2025-05-19,81,9,3901,3593,3855,4152
1882,2025-05-19,82,9,5188,5062,5171,4905
1883,2025-05-19,83,9,4375,4618,3304,4867
1884,2025-05-19,84,9,4448,4630,3874,4868
1885,2025-05-19,85,9,4003,4922,5134,3690
1886,2025-05-19,86,9,4219,4139,5175,3495
1887,2025-05-19,87,9,0,0,0,0
1888,2025-05-19,88,9,4691,5552,4198,5135
1889,2025-05-19,89,9,4072,5614,4957,5017
1890,2025-05-19,90,9,4278,4075,5235,4789
1891,2025-05-19,91,10,4689,5732,5059,4522
1892,2025-05-19,92,10,3314,4771,5182,4618
1893,2025-05-19,93,10,4708,5275,4543,5271
1894,2025-05-19,94,10,5099,4100,5139,4671
1895,2025-05-19,95,10,5453,3836,4901,4302
1896,2025-05-19,96,10,4669,5253,4803,4994
1897,2025-05-19,97,10,4358,4936,4744,4629
1898,2025-05-19,98,10,3371,3370,4426,4068
1899,2025-05-19,99,10,4117,5154,4652,4710
1900,2025-05-19,100,10,4947,5364,5374,5466
1901,2025-05-20,1,1,5272,4887,4920,4332
1902,2025-05-20,2,1,3834,5094,3689,4263
1903,2025-05-20,3,1,4620,6281,4726,4273
1904,2025-05-20,4,1,5357,4462,5050,4693
1905,2025-05-20,5,1,1467,2058,2754,3088
1906,2025-05-20,6,1,4836,5534,5664,4710
1907,2025-05-20,7,1,0,0,0,0
1908,2025-05-20,8,1,4869,4663,5288,4701
1909,2025-05-20,9,1,4442,4859,5768,4675
1910,2025-05-20,10,1,3838,5450,4825,4559
1911,2025-05-20,11,2,4377,5877,5406,6079
1912,2025-05-20,12,2,5944,4055,4825,4596
1913,2025-05-20,13,2,5547,5180,3681,5600
1914,2025-05-20,14,2,4233,4932,3935,4085
1915,2025-05-20,15,2,5008,4647,4510,4845
1916,2025-05-20,16,2,4305,4295,4132,5288
1917,2025-05-20,17,2,5925,4744,5380,3968
1918,2025-05-20,18,2,4416,4241,4880,5516
1919,2025-05-20,19,2,4190,4486,4779,4269
1920,2025-05-20,20,2,4920,4363,4179,4643
1921,2025-05-20,21,3,5785,4558,4166,6093
1922,2025-05-20,22,3,4026,5459,4718,4351
1923,2025-05-20,23,3,4109,4159,5153,4280
1924,2025-05-20,24,3,3898,5135,5272,6092
1925,2025-05-20,25,3,4953,5013,5616,5758
1926,2025-05-20,26,3,5006,5508,5382,3437
1927,2025-05-20,27,3,6338,5066,4941,4787
1928,2025-05-20,28,3,2690,1680,2029,1162
1929,2025-05-20,29,3,5132,4752,5138,5988
1930,2025-05-20,30,3,0,0,0,0
1931,2025-05-20,31,4,5686,5303,3491,4289
1932,2025-05-20,32,4,3875,4978,5420,4652
1933,2025-05-20,33,4,0,0,0,0
1934,2025-05-20,34,4,5449,3859,4394,4443
1935,2025-05-20,35,4,3780,4813,5416,4291
1936,2025-05-20,36,4,4585,5225,4280,3327
1937,2025-05-20,37,4,3202,2946,3950,3108
1938,2025-05-20,38,4,4693,5807,5097,5508
1939,2025-05-20,39,4,4531,5146,5091,4276
1940,2025-05-20,40,4,5875,4310,4867,4403
1941,2025-05-20,41,5,4177,3881,4096,3947
1942,2025-05-20,42,5,5416,5447,4142,5605
1943,2025-05-20,43,5,5830,5804,5422,4439
1944,2025-05-20,44,5,6048,4897,4569,5149
1945,2025-05-20,45,5,5242,5338,4724,5372
1946,2025-05-20,46,5,4388,5288,5072,3803
1947,2025-05-20,47,5,5345,4368,4725,5046
1948,2025-05-20,48,5,5166,3537,4606,4634
1949,2025-05-20,49,5,5062,5386,5073,5702
1950,2025-05-20,50,5,4488,4345,3681,4571
1951,2025-05-20,51,6,3749,4008,5205,3671
1952,2025-05-20,52,6,4917,3732,4960,3766
1953,2025-05-20,53,6,4041,3394,3954,3205
1954,2025-05-20,54,6,5214,5364,4146,3729
1955,2025-05-20,55,6,4553,4453,4226,4451
1956,2025-05-20,56,6,4528,4785,4813,3835
1957,2025-05-20,57,6,5204,4006,4937,4388
1958,2025-05-20,58,6,5173,4916,4882,5088
1959,2025-05-20,59,6,5214,4431,4776,4126
1960,2025-05-20,60,6,5408,4388,3872,4422
1961,2025-05-20,61,7,3514,4795,3468,2676
1962,2025-05-20,62,7,4617,4911,5076,3612
1963,2025-05-20,63,7,0,0,0,0
1964,2025-05-20,64,7,5261,4673,5124,3423
1965,2025-05-20,65,7,4510,4641,4620,5248
1966,2025-05-20,66,7,4518,4419,6476,4222
1967,2025-05-20,67,7,4723,4622,4189,4139
1968,2025-05-20,68,7,5193,4575,4260,4968
1969,2025-05-20,69,7,4552,5477,3903,5485
1970,2025-05-20,70,7,4706,5842,3844,5183
1971,2025-05-20,71,8,3617,4013,4869,3849
1972,2025-05-20,72,8,5368,4619,4466,5171
1973,2025-05-20,73,8,4652,5510,4862,4323
1974,2025-05-20,74,8,5311,4051,5988,5243
1975,2025-05-20,75,8,5609,5253,4211,3766
1976,2025-05-20,76,8,0,0,0,0
1977,2025-05-20,77,8,4745,4402,4714,4827
1978,2025-05-20,78,8,4522,3860,5532,5641
1979,2025-05-20,79,8,4378,4005,5319,5299
1980,2025-05-20,80,8,5627,4919,4795,5871
1981,2025-05-20,81,9,0,0,0,0
1982,2025-05-20,82,9,5355,5234,5546,5050
1983,2025-05-20,83,9,4849,5039,3518,5017
1984,2025-05-20,84,9,4648,5008,4028,5055
1985,2025-05-20,85,9,4445,4943,5404,4139
1986,2025-05-20,86,9,4621,4370,5501,3934
1987,2025-05-20,87,9,4906,4835,4778,4924
1988,2025-05-20,88,9,4694,5631,4379,5358
1989,2025-05-20,89,9,4395,5799,5273,5387
1990,2025-05-20,90,9,4346,4332,5636,5207
1991,2025-05-20,91,10,4794,6142,5180,4700
1992,2025-05-20,92,10,3658,5037,5204,5067
1993,2025-05-20,93,10,4906,5707,4704,5560
1994,2025-05-20,94,10,5124,4499,5619,4696
1995,2025-05-20,95,10,5786,4317,5037,4622
1996,2025-05-20,96,10,4712,5525,4974,5081
1997,2025-05-20,97,10,4401,5203,4828,4654
1998,2025-05-20,98,10,3700,3634,4648,4296
1999,2025-05-20,99,10,4451,5193,4864,5134
2000,2025-05-20,100,10,5069,5456,5487,5574
2001,2025-05-21,1,1,5677,5164,5044,4828
2002,2025-05-21,2,1,4182,5384,3702,4497
2003,2025-05-21,3,1,5058,6694,4734,4762
2004,2025-05-21,4,1,5454,4730,5164,4901
2005,2025-05-21,5,1,1474,2107,3220,3439
2006,2025-05-21,6,1,4839,6019,5989,4980
2007,2025-05-21,7,1,4800,6369,5870,5568
2008,2025-05-21,8,1,5031,5026,5600,4884
2009,2025-05-21,9,1,4731,4918,6125,5005
2010,2025-05-21,10,1,3840,5940,4844,4615
2011,2025-05-21,11,2,4867,5930,5879,6366
2012,2025-05-21,12,2,6408,4136,5023,4845
2013,2025-05-21,13,2,0,0,0,0
2014,2025-05-21,14,2,4338,5230,4129,4447
2015,2025-05-21,15,2,0,0,0,0
2016,2025-05-21,16,2,4457,4715,4400,5553
2017,2025-05-21,17,2,5935,5026,5510,4054
2018,2025-05-21,18,2,4844,4696,4972,5848
2019,2025-05-21,19,2,4555,4596,5250,4663
2020,2025-05-21,20,2,5164,4422,4313,4687
2021,2025-05-21,21,3,6160,4866,4255,6574
2022,2025-05-21,22,3,4159,5508,5185,4714
2023,2025-05-21,23,3,4567,4644,5270,4694
2024,2025-05-21,24,3,4216,5201,5374,6526
2025,2025-05-21,25,3,5281,5481,5938,5896
2026,2025-05-21,26,3,5215,5919,5881,3797
2027,2025-05-21,27,3,6652,5333,5049,4955
2028,2025-05-21,28,3,3037,1747,2168,1339
2029,2025-05-21,29,3,5440,5102,5319,6188
2030,2025-05-21,30,3,4166,5099,4017,4126
2031,2025-05-21,31,4,5939,5764,3714,4361
2032,2025-05-21,32,4,4296,5108,5837,4690
2033,2025-05-21,33,4,4779,4255,5167,4660
2034,2025-05-21,34,4,5944,4207,4829,4565
2035,2025-05-21,35,4,3909,5249,5696,4402
2036,2025-05-21,36,4,4897,5612,4509,3734
2037,2025-05-21,37,4,3413,3247,4105,3212
2038,2025-05-21,38,4,5070,6058,5210,5923
2039,2025-05-21,39,4,4604,5609,5173,4574
2040,2025-05-21,40,4,6265,4311,5249,4535
2041,2025-05-21,41,5,4539,4365,4123,4111
2042,2025-05-21,42,5,5822,5655,4615,5663
2043,2025-05-21,43,5,5920,6258,5475,4514
2044,2025-05-21,44,5,6260,5072,4711,5432
2045,2025-05-21,45,5,5634,5555,4936,5467
2046,2025-05-21,46,5,4718,5493,5485,3829
2047,2025-05-21,47,5,0,0,0,0
2048,2025-05-21,48,5,5580,3763,4780,4697
2049,2025-05-21,49,5,5064,5657,5389,5806
2050,2025-05-21,50,5,4913,4605,3921,4735
2051,2025-05-21,51,6,3894,4393,5354,4120
2052,2025-05-21,52,6,5055,3870,5413,4053
2053,2025-05-21,53,6,4435,3524,4141,3372
2054,2025-05-21,54,6,5217,5493,4482,3823
2055,2025-05-21,55,6,4985,4672,4345,4554
2056,2025-05-21,56,6,4658,5166,4965,4112
2057,2025-05-21,57,6,5494,4133,5397,4819
2058,2025-05-21,58,6,5330,5244,5202,5095
2059,2025-05-21,59,6,5266,4776,5236,4130
2060,2025-05-21,60,6,5649,4437,4160,4541
2061,2025-05-21,61,7,3671,5010,3606,2716
2062,2025-05-21,62,7,4978,5294,5284,3787
2063,2025-05-21,63,7,647,382,628,421
2064,2025-05-21,64,7,0,0,0,0
2065,2025-05-21,65,7,4768,4792,4628,5624
2066,2025-05-21,66,7,4838,4903,6946,4573
2067,2025-05-21,67,7,5094,4994,4276,4612
2068,2025-05-21,68,7,5239,4680,4685,5156
2069,2025-05-21,69,7,4624,5833,4103,5847
2070,2025-05-21,70,7,4937,6173,4253,5454
2071,2025-05-21,71,8,3824,4369,5361,3912
2072,2025-05-21,72,8,5448,4703,4838,5489
2073,2025-05-21,73,8,4827,5604,5157,4601
2074,2025-05-21,74,8,0,0,0,0
2075,2025-05-21,75,8,0,0,0,0
2076,2025-05-21,76,8,4946,5319,5955,5088
2077,2025-05-21,77,8,5202,4434,5136,4949
2078,2025-05-21,78,8,4818,4260,5795,5856
2079,2025-05-21,79,8,4607,4334,5409,5378
2080,2025-05-21,80,8,5744,4973,5145,5923
2081,2025-05-21,81,9,4177,3658,3940,4284
2082,2025-05-21,82,9,5672,5635,6030,5303
2083,2025-05-21,83,9,5261,5202,3591,5141
2084,2025-05-21,84,9,5119,5263,4508,5280
2085,2025-05-21,85,9,4814,5334,5794,4442
2086,2025-05-21,86,9,4812,4829,5810,4315
2087,2025-05-21,87,9,5080,5192,5097,5269
2088,2025-05-21,88,9,0,0,0,0
2089,2025-05-21,89,9,4863,6075,5433,5779
2090,2025-05-21,90,9,0,0,0,0
2091,2025-05-21,91,10,4992,6154,5198,5020
2092,2025-05-21,92,10,3798,5157,5495,5463
2093,2025-05-21,93,10,5258,6137,4941,5982
2094,2025-05-21,94,10,5565,4942,5649,4827
2095,2025-05-21,95,10,6178,4419,5352,4631
2096,2025-05-21,96,10,5142,5777,5199,5185
2097,2025-05-21,97,10,4493,5286,5269,4716
2098,2025-05-21,98,10,3918,3845,4731,4630
2099,2025-05-21,99,10,4549,5613,4945,5621
2100,2025-05-21,100,10,5565,5690,5688,5858
2101,2025-05-22,1,1,5992,5227,5125,4892
2102,2025-05-22,2,1,4403,5810,4105,4985
2103,2025-05-22,3,1,5535,7012,5027,4978
2104,2025-05-22,4,1,5641,4979,5169,5183
2105,2025-05-22,5,1,1836,2121,3389,3582
2106,2025-05-22,6,1,5019,6044,6211,5297
2107,2025-05-22,7,1,5242,6829,5879,5887
2108,2025-05-22,8,1,5207,5432,5627,5194
2109,2025-05-22,9,1,5003,4933,6548,5258
2110,2025-05-22,10,1,4231,5956,5195,5001
2111,2025-05-22,11,2,5194,5950,5984,6841
2112,2025-05-22,12,2,6539,4430,5135,5173
2113,2025-05-22,13,2,5968,5353,3948,5651
2114,2025-05-22,14,2,4558,5248,4404,4873
2115,2025-05-22,15,2,5055,5100,4735,5215
2116,2025-05-22,16,2,4664,5005,4510,5884
2117,2025-05-22,17,2,6043,5121,5939,4464
2118,2025-05-22,18,2,5097,4883,5100,6037
2119,2025-05-22,19,2,4673,4678,5506,4814
2120,2025-05-22,20,2,5445,4494,4570,4875
2121,2025-05-22,21,3,6446,4979,4375,6826
2122,2025-05-22,22,3,4179,5938,5599,5186
2123,2025-05-22,23,3,5063,4771,5577,4951
2124,2025-05-22,24,3,4506,5221,5714,6725
2125,2025-05-22,25,3,5516,5916,5993,5983
2126,2025-05-22,26,3,5583,6010,6122,4091
2127,2025-05-22,27,3,7045,5745,5215,5215
2128,2025-05-22,28,3,3160,2234,2500,1746
2129,2025-05-22,29,3,5843,5328,5464,6346
2130,2025-05-22,30,3,4558,5171,4215,4228
2131,2025-05-22,31,4,6349,6123,4140,4420
2132,2025-05-22,32,4,4508,5518,5947,4909
2133,2025-05-22,33,4,4901,4645,5576,4982
2134,2025-05-22,34,4,5984,4219,4835,4895
2135,2025-05-22,35,4,4322,5445,5774,4687
2136,2025-05-22,36,4,5233,5861,4618,3970
2137,2025-05-22,37,4,3446,3375,4500,3389
2138,2025-05-22,38,4,5331,6463,5613,6381
2139,2025-05-22,39,4,4851,6056,5193,4601
2140,2025-05-22,40,4,6340,4591,5585,5004
2141,2025-05-22,41,5,4753,4787,4583,4327
2142,2025-05-22,42,5,5934,6117,4900,6021
2143,2025-05-22,43,5,5977,6311,5887,4641
2144,2025-05-22,44,5,6278,5543,5178,5859
2145,2025-05-22,45,5,0,0,0,0
2146,2025-05-22,46,5,4982,5845,5710,3929
2147,2025-05-22,47,5,5421,4632,5049,5338
2148,2025-05-22,48,5,5968,3875,5054,5168
2149,2025-05-22,49,5,5201,6108,5514,6068
2150,2025-05-22,50,5,5372,4623,4044,5061
2151,2025-05-22,51,6,0,0,0,0
2152,2025-05-22,52,6,5397,4211,5486,4197
2153,2025-05-22,53,6,4764,3860,4290,3453
2154,2025-05-22,54,6,5704,5628,4813,3950
2155,2025-05-22,55,6,5267,4819,4412,4978
2156,2025-05-22,56,6,4663,5206,4971,4370
2157,2025-05-22,57,6,0,0,0,0
2158,2025-05-22,58,6,5537,5277,5557,5247
2159,2025-05-22,59,6,5699,4959,5471,4376
2160,2025-05-22,60,6,5817,4562,4477,4883
2161,2025-05-22,61,7,4064,5107,3824,2878
2162,2025-05-22,62,7,5137,5602,5678,4267
2163,2025-05-22,63,7,759,562,791,629
2164,2025-05-22,64,7,5600,4786,5325,3680
2165,2025-05-22,65,7,4884,5197,4989,5890
2166,2025-05-22,66,7,4840,5359,7120,4788
2167,2025-05-22,67,7,0,0,0,0
2168,2025-05-22,68,7,5469,5033,4802,5602
2169,2025-05-22,69,7,4971,5891,4175,6071
2170,2025-05-22,70,7,5174,6630,4645,5536
2171,2025-05-22,71,8,4300,4845,5610,4315
2172,2025-05-22,72,8,5930,4728,4867,5696
2173,2025-05-22,73,8,5256,6028,5394,4788
2174,2025-05-22,74,8,5674,4116,6320,5634
2175,2025-05-22,75,8,5739,5666,4466,3928
2176,2025-05-22,76,8,4964,5542,6422,5156
2177,2025-05-22,77,8,5524,4734,5197,5209
2178,2025-05-22,78,8,5098,4700,6087,6201
2179,2025-05-22,79,8,4928,4424,5803,5655
2180,2025-05-22,80,8,6101,5403,5533,6232
2181,2025-05-22,81,9,4214,3949,4414,4491
2182,2025-05-22,82,9,5933,5776,6345,5412
2183,2025-05-22,83,9,5690,5330,3904,5333
2184,2025-05-22,84,9,5453,5647,4854,5294
2185,2025-05-22,85,9,4940,5740,6218,4897
2186,2025-05-22,86,9,5239,4885,5981,4617
2187,2025-05-22,87,9,0,0,0,0
2188,2025-05-22,88,9,0,0,0,0
2189,2025-05-22,89,9,5286,6257,5789,6003
2190,2025-05-22,90,9,4796,4350,5969,5512
2191,2025-05-22,91,10,5025,6406,5598,5429
2192,2025-05-22,92,10,3959,5416,5729,5900
2193,2025-05-22,93,10,5695,6290,4993,6003
2194,2025-05-22,94,10,5999,5166,5999,5216
2195,2025-05-22,95,10,6655,4681,5471,4758
2196,2025-05-22,96,10,5308,5991,5296,5386
2197,2025-05-22,97,10,4889,5300,5678,5030
2198,2025-05-22,98,10,0,0,0,0
2199,2025-05-22,99,10,4916,5934,5212,6063
2200,2025-05-22,100,10,5578,6110,6091,5970
2201,2025-05-23,1,1,6450,5527,5266,5041
2202,2025-05-23,2,1,4605,6150,4330,5314
2203,2025-05-23,3,1,5544,7495,5307,5130
2204,2025-05-23,4,1,0,0,0,0
2205,2025-05-23,5,1,1868,2493,3810,3727
2206,2025-05-23,6,1,5506,6134,6447,5303
2207,2025-05-23,7,1,5604,7029,6148,5913
2208,2025-05-23,8,1,5339,5813,5647,5556
2209,2025-05-23,9,1,5142,5427,6717,5618
2210,2025-05-23,10,1,4493,6188,5395,5049
2211,2025-05-23,11,2,5684,6050,6067,6968
2212,2025-05-23,12,2,6703,4624,5181,5399
2213,2025-05-23,13,2,6066,5589,4033,5735
2214,2025-05-23,14,2,5001,5730,4507,5334
2215,2025-05-23,15,2,5324,5281,5104,5534
2216,2025-05-23,16,2,4729,5390,4611,5943
2217,2025-05-23,17,2,6202,5558,6366,4812
2218,2025-05-23,18,2,5411,4926,5336,6231
2219,2025-05-23,19,2,4913,4956,5676,5017
2220,2025-05-23,20,2,5728,4820,4654,5008
2221,2025-05-23,21,3,6854,5110,4744,6889
2222,2025-05-23,22,3,4561,6124,5906,5202
2223,2025-05-23,23,3,5331,5080,5920,5166
2224,2025-05-23,24,3,4582,5569,5851,7057
2225,2025-05-23,25,3,5964,6353,6425,6450
2226,2025-05-23,26,3,0,0,0,0
2227,2025-05-23,27,3,7332,6179,5442,5336
2228,2025-05-23,28,3,3224,2242,2566,1987
2229,2025-05-23,29,3,5844,5582,5885,6428
2230,2025-05-23,30,3,5054,5374,4243,4343
2231,2025-05-23,31,4,6688,6242,4457,4902
2232,2025-05-23,32,4,4607,5721,6220,4913
2233,2025-05-23,33,4,4951,4826,6013,5090
2234,2025-05-23,34,4,6087,4281,5046,5365
2235,2025-05-23,35,4,4739,5942,5864,5092
2236,2025-05-23,36,4,0,0,0,0
2237,2025-05-23,37,4,3809,3570,4789,3418
2238,2025-05-23,38,4,5553,6918,5699,6781
2239,2025-05-23,39,4,5230,6354,5578,4701
2240,2025-05-23,40,4,6640,4684,5703,5275
2241,2025-05-23,41,5,4829,5270,4634,4428
2242,2025-05-23,42,5,6322,6327,5145,6109
2243,2025-05-23,43,5,6124,6406,6082,4996
2244,2025-05-23,44,5,6388,5660,5405,6207
2245,2025-05-23,45,5,5725,5972,5371,5537
2246,2025-05-23,46,5,5480,6139,6175,4151
2247,2025-05-23,47,5,5810,4659,5404,5823
2248,2025-05-23,48,5,6080,4122,5241,5267
2249,2025-05-23,49,5,5558,6120,5540,6161
2250,2025-05-23,50,5,5865,4899,4430,5392
2251,2025-05-23,51,6,4157,4628,5755,4304
2252,2025-05-23,52,6,5742,4558,5597,4392
2253,2025-05-23,53,6,5222,4241,4524,3731
2254,2025-05-23,54,6,6001,5803,5002,4372
2255,2025-05-23,55,6,5426,4860,4673,5108
2256,2025-05-23,56,6,4932,5693,5392,4707
2257,2025-05-23,57,6,5888,4466,5850,4957
2258,2025-05-23,58,6,5966,5651,5698,5583
2259,2025-05-23,59,6,5932,5191,5937,4561
2260,2025-05-23,60,6,5827,4647,4973,5253
2261,2025-05-23,61,7,4123,5302,3919,3228
2262,2025-05-23,62,7,5614,5632,5925,4399
2263,2025-05-23,63,7,973,783,1107,890
